5,beaconingMessages,36.786,35.4880090281953,38.0839909718047,RMYSMessages,23.313,22.7771163896054,23.8488836103946,PDTMessages,22.313,21.7771163896054,22.8488836103946
6,beaconingMessages,50.544,48.8712458525347,52.2167541474653,RMYSMessages,27.141,26.5494788873164,27.7325211126836,PDTMessages,26.141,25.5494788873164,26.7325211126836
7,beaconingMessages,66.478,64.363014216628,68.592985783372,RMYSMessages,31.099,30.4777041171242,31.7202958828758,PDTMessages,30.098,29.4768302765962,30.7191697234038
8,beaconingMessages,85.596,82.9119198770874,88.2800801229126,RMYSMessages,34.226,33.6143577509374,34.8376422490626,PDTMessages,33.226,32.6143577509374,33.8376422490626
9,beaconingMessages,106.1,102.937198825345,109.262801174655,RMYSMessages,37.142,36.5170278339177,37.7669721660823,PDTMessages,36.139,35.5141881546846,36.7638118453154
10,beaconingMessages,129.247,125.39269401684,133.10130598316,RMYSMessages,39.708,39.0975780329824,40.3184219670176,PDTMessages,38.708,38.0975780329824,39.3184219670176
11,beaconingMessages,150.992,146.877401201704,155.106598798296,RMYSMessages,41.693,41.0781196940529,42.3078803059471,PDTMessages,40.691,40.0761922718521,41.3058077281479
12,beaconingMessages,175.329,170.655910816968,180.002089183032,RMYSMessages,43.052,42.4465620722868,43.6574379277132,PDTMessages,42.052,41.4465620722868,42.6574379277132
13,beaconingMessages,204.415,199.384691110753,209.445308889247,RMYSMessages,44.954,44.382479715168,45.525520284832,PDTMessages,43.95,43.3785482270567,44.5214517729433
14,beaconingMessages,232.83,227.070991964986,238.589008035014,RMYSMessages,45.909,45.309519592555,46.508480407445,PDTMessages,44.908,44.3086772009196,45.5073227990804
15,beaconingMessages,268.228,262.183778193558,274.272221806442,RMYSMessages,47.677,47.0832569214605,48.2707430785395,PDTMessages,46.675,46.0814099470173,47.2685900529827
16,beaconingMessages,291.414,284.317839393226,298.510160606774,RMYSMessages,48.323,47.7266293889588,48.9193706110412,PDTMessages,47.319,46.7228015084367,47.9151984915633
17,beaconingMessages,335.915,328.274645017904,343.555354982096,RMYSMessages,49.259,48.6478824381263,49.8701175618737,PDTMessages,48.258,47.6470599953043,48.8689400046957
18,beaconingMessages,363.648,355.610937344876,371.685062655124,RMYSMessages,48.756,48.1556815191064,49.3563184808936,PDTMessages,47.753,47.1528686405248,48.3531313594752
19,beaconingMessages,418.916,410.194627455127,427.637372544873,RMYSMessages,49.534,48.9456053753556,50.1223946246444,PDTMessages,48.529,47.9407153494996,49.1172846505004
20,beaconingMessages,455.714,445.982739904345,465.445260095655,RMYSMessages,50.267,49.6568330456526,50.8771669543474,PDTMessages,49.267,48.6568330456526,49.8771669543474
